query_id,statute_id,title_list,section_list,content_list
11,5,Housing Act 1996,s.175(5),"A person is also threatened with homelessness if a valid notice has been given to the person under section 21 of the Housing Act 1988 (orders for possession on expiry or termination of assured shorthold tenancy) in respect of the only accommodation the person has that is available for the person's occupation, and that notice will expire within 56 days."
11,154,Housing Act 1996,s.195a(2),"For the purpose of s.195a.1, an applicant in respect of whom a valid notice under section 21 of the Housing Act 1988 (orders for possession on expiry or termination of assured shorthold tenancy) has been given is to be treated as homeless from the date on which that notice expires."
11,150,Housing Act 1996,s.195(8),"The circumstances are that the authority are satisfied thatâ  (a)the applicant hasâ  (i)suitable accommodation available for occupation, and  (ii)a reasonable prospect of having suitable accommodation available for occupation for at least 6 months, or such longer period not exceeding 12 months as may be prescribed, from the date of the notice,  (b)the authority have complied with the duty under s.195.2 and the period of 56 days beginning with the day that the authority are first satisfied as mentioned in s.195.1 has ended (whether or not the applicant is still threatened with homelessness),  (c)the applicant has become homeless,  (d)the applicant has refused an offer of suitable accommodation and, on the date of refusal, there was a reasonable prospect that suitable accommodation would be available for occupation by the applicant for at least 6 months or such longer period not exceeding 12 months as may be prescribed,  (e)the applicant has become homeless intentionally from any accommodation that has been made available to the applicant as a result of the authority's exercise of their functions under s.195.2,  (f)the applicant is no longer eligible for assistance, or  (g)the applicant has withdrawn the application mentioned in section 183(1)."
11,153,Housing Act 1996,s.195a(1),"If within two years beginning with the date on which an applicant accepts an offer under section 193(7AA) (private rented sector offer), the applicant re-applies for accommodation, or for assistance in obtaining accommodation, and the local housing authorityâ  (a)is satisfied that the applicant is homeless and eligible for assistance, and  (b)is not satisfied that the applicant became homeless intentionally,  the duty under section 193(2) applies regardless of whether the applicant has a priority need."
11,4,Housing Act 1996,s.175(4),A person is threatened with homelessness if it is likely that he will become homeless within 56 days.
11,148,Housing Act 1996,s.195(6),"But the authority may not give notice to the applicant under s.195.5 on the basis that the circumstances in subsection s.195.8.b apply if a valid notice has been given to the applicant under section 21 of the Housing Act 1988 (orders for possession on expiry or termination of assured shorthold tenancy) thatâ  (a)will expire within 56 days or has expired, and  (b)is in respect of the only accommodation that is available for the applicant's occupation."
11,185,Housing Act 1996,s.200(1)(a),A local housing authority in England may not notify an applicant as mentioned in subsection (1) until the authority's duty to the applicant under section 189B(2) (initial duty owed to all eligible persons who are homeless) has come to an end.
11,1,Housing Act 1996,s.175(1),"A person is homeless if he has no accommodation available for his occupation, in the United Kingdom or elsewhere, which he is entitled to occupy by virtue of an interest in it or by virtue of an order of a court, has an expressed or implied licence to occupy, or occupies as a residence by virtue of any enactment or rule of law giving him the right to remain in occupation or restricting the right of another person to recover possession."
11,91,Housing Act 1996,s.190(1),"This section applies where - (a) the local housing authority are satisfied that an applicant is homeless and eligible for assistance, but became homeless intentionally, (b) the authority are also satisfied that the applicant has a priority need, and (c) the authority's duty to the applicant under s.189b.2 has come to an end. "
11,83,Housing Act 1996,s.189b(7)(a),"The applicant has suitable accommodation available for occupation, and a reasonable prospect of having suitable accommodation available for occupation for at least 6 months, or such longer period not exceeding 12 months as may be prescribed, from the date of the notice."
12,7,Housing Act 1996,s.177(1),"It is not reasonable for a person to continue to occupy accommodation if it is probably that this will lead to violence or domestic abuse against him, or against a person who normally resides with him as a member of his family, or any other person who might reasonably be expected to reside with him."
12,59,Housing Act 1996,s.189(1),"The following have a priority need for accommodation - (a) a pregnant woman or a person with whom she resides or might be reasonably expected to reside; (b) a person with whom dependent children reside or might reasonably be expected to reside; (c) a person who is vulnerable as a result of old age, mental illness or handicap or physical disability or other special reason, or with whom such a person resides or might reasonably be expected to reside; (d) a person who is homeless or threatened with homelessness as a result of an emergency such as flood, fire or other disaster; (e) a person who is homeless or threatened with homelessness as a result of that person being a victim of domestic abuse."
12,26,Housing Act 1996,s.183(1),"The following provisions of this part apply where a person applies to a local housing authority for accommodation, or for assistance in obtaining accommodation, and the authority have reason to believe that he is or may be homeless or threatened with homelessness."
12,52,Housing Act 1996,s.188(1),"If the local housing authority have reason to believe that an applicant may be homeless, eligible for assistance and have a priority need, they must secure that accommodation is available for the applicant's occupation."
12,64,Housing Act 1996,s.189a(1),"If the local housing authority are satisfied that an applicant is - (a) homeless or threatened with homelessness, and (b) eligible for assistance, the authority must make an assessment of the applicant's case."
12,143,Housing Act 1996,s.195(1),"This section applies where the local housing authority are satisfied that an applicant isâ  (a)threatened with homelessness, and  (b)eligible for assistance."
12,4,Housing Act 1996,s.175(4),A person is threatened with homelessness if it is likely that he will become homeless within 56 days.
12,65,Housing Act 1996,s.189a(2),"The authority's assessment of the applicant's case must include an assessment of - (a) the circumstances that caused the applicant to become homeless or threatened with homelessness, (b) the housing needs of the applicant including, in particular, what accommodation would be suitable for the applicant and any persons with whom the applicant resides or might reasonably be expected to reside, and (c) what support would be necessary for the applicant and any other relevant persons to be able to have and retain suitable accommodation."
12,76,Housing Act 1996,s.189b(1),"This section applies where the local housing authority are satisfied that an applicant is - (a) homeless, and (b) eligible for assistance."
12,91,Housing Act 1996,s.190(1),"This section applies where - (a) the local housing authority are satisfied that an applicant is homeless and eligible for assistance, but became homeless intentionally, (b) the authority are also satisfied that the applicant has a priority need, and (c) the authority's duty to the applicant under s.189b.2 has come to an end. "
13,59,Housing Act 1996,s.189(1),"The following have a priority need for accommodation - (a) a pregnant woman or a person with whom she resides or might be reasonably expected to reside; (b) a person with whom dependent children reside or might reasonably be expected to reside; (c) a person who is vulnerable as a result of old age, mental illness or handicap or physical disability or other special reason, or with whom such a person resides or might reasonably be expected to reside; (d) a person who is homeless or threatened with homelessness as a result of an emergency such as flood, fire or other disaster; (e) a person who is homeless or threatened with homelessness as a result of that person being a victim of domestic abuse."
13,91,Housing Act 1996,s.190(1),"This section applies where - (a) the local housing authority are satisfied that an applicant is homeless and eligible for assistance, but became homeless intentionally, (b) the authority are also satisfied that the applicant has a priority need, and (c) the authority's duty to the applicant under s.189b.2 has come to an end. "
13,52,Housing Act 1996,s.188(1),"If the local housing authority have reason to believe that an applicant may be homeless, eligible for assistance and have a priority need, they must secure that accommodation is available for the applicant's occupation."
13,135,Housing Act 1996,s.193c(3),"s.193c.4 applies if the authorityâ  (a)are satisfied that the applicant is homeless, eligible for assistance and has a priority need, and  (b)are not satisfied that the applicant became homeless intentionally."
13,65,Housing Act 1996,s.189a(2),"The authority's assessment of the applicant's case must include an assessment of - (a) the circumstances that caused the applicant to become homeless or threatened with homelessness, (b) the housing needs of the applicant including, in particular, what accommodation would be suitable for the applicant and any persons with whom the applicant resides or might reasonably be expected to reside, and (c) what support would be necessary for the applicant and any other relevant persons to be able to have and retain suitable accommodation."
13,153,Housing Act 1996,s.195a(1),"If within two years beginning with the date on which an applicant accepts an offer under section 193(7AA) (private rented sector offer), the applicant re-applies for accommodation, or for assistance in obtaining accommodation, and the local housing authorityâ  (a)is satisfied that the applicant is homeless and eligible for assistance, and  (b)is not satisfied that the applicant became homeless intentionally,  the duty under section 193(2) applies regardless of whether the applicant has a priority need."
13,64,Housing Act 1996,s.189a(1),"If the local housing authority are satisfied that an applicant is - (a) homeless or threatened with homelessness, and (b) eligible for assistance, the authority must make an assessment of the applicant's case."
13,76,Housing Act 1996,s.189b(1),"This section applies where the local housing authority are satisfied that an applicant is - (a) homeless, and (b) eligible for assistance."
13,79,Housing Act 1996,s.189b(4),"Where the authority - (a) are satisfied that the applicant has a priority need, and (b) are not satisfied that the applicant becomes homeless intentionally, the duty under s.189b.2 comes to an end at the end of the period of 56 days beginning with the day the authority are first satisfied as mentioned in s.189b.1"
13,99,Housing Act 1996,s.193(1),"Section 193 applies where - (a) the local housing authority are satisfied that an applicant is homeless and eligible for assistance, and (ii) are not satisfied that the applicant became homeless intentionally, (b) the authority are also satisfied that the applicant has a priority need, and (c) the authority's duty to the applicant under s.189b.2 has come to an end."
14,30,Housing Act 1996,s.184(2),"They may also make inquiries whether he has a local connection with the district of another local housing authority in England, Wales or Scotland."
14,168,Housing Act 1996,s.199(1),"A person has a local connection with the district of a local housing authority if he has a connection with itâ  (a)because he is, or in the past was, normally resident there, and that residence is or was of his own choice,  (b)because he is employed there,  (c)because of family associations, or  (d)because of special circumstances."
14,159,Housing Act 1996,s.198(2),"The conditions for referral of the case to another authority are met ifâ  (a)neither the applicant nor any person who might reasonably be expected to reside with him has a local connection with the district of the authority to whom his application was made,  (b)the applicant or a person who might reasonably be expected to reside with him has a local connection with the district of that other authority, and  (c)neither the applicant nor any person who might reasonably be expected to reside with him will run the risk of domestic abuse in that other district."
14,171,Housing Act 1996,s.199(6),A person has a local connection with the district of a local housing authority if he was (at any time) provided with accommodation in that district under section 95 of the Immigration and Asylum Act 1999 (support for asylum seekers).
14,176,Housing Act 1996,s.199(11),A person ceases to have a local connection with a district under s.199.10 upon attaining the age of 21 (but this does not affect whether the person has a local connection with that district under any other provision of this section).
14,173,Housing Act 1996,s.199(8),"While a local authority in England have a duty towards a person under section 23C of the Children Act 1989 (continuing functions in respect of former relevant children)â  (a) if the local authority is a local housing authority, the person has a local connection with their district, and  (b) otherwise, the person has a local connection with every district of a local housing authority that falls within the area of the local authority."
14,164,Housing Act 1996,s.198(5),"The question whether the conditions for referral of a case which does not involve a referral to a local housing authority in Wales, are satisfied shall be decided by agreement between the notifying authority and the notified authority or, in default of agreement, in accordance with such arrangements as the Secretary of State may direct by order."
14,64,Housing Act 1996,s.189a(1),"If the local housing authority are satisfied that an applicant is - (a) homeless or threatened with homelessness, and (b) eligible for assistance, the authority must make an assessment of the applicant's case."
14,175,Housing Act 1996,s.199(10),"Where, by virtue of being provided with accommodation under section 22A of the Children Act 1989 (provision of accommodation for children in care), a person is normally resident in the district of a local housing authority in England for a continuous period of at least two years, some or all of which falls before the person attains the age of 16, the person has a local connection with that district."
14,37,Housing Act 1996,s.185(1),A person is not eligible for assistance under this Part if he is a person from aborad who is ineligible for housing assistance.
15,672,Dangerous Dogs Act 1991,s.3,"(1) If a dog is dangerously out of control in [F1 any place in England or Wales (whether or not a public place)]â (a) the owner; and (b) if different, the person for the time being in charge of the dog, is guilty of an offence, or, if the dog while so out of control injures any person [F2 or assistance dog], an aggravated offence, under this subsection.  (1A) A person (âDâ) is not guilty of an offence under subsection (1) in a case which is a householder case.  (1B) For the purposes of subsection (1A) âa householder caseâ is a case whereâ (a) the dog is dangerously out of control while in or partly in a building, or part of a building, that is a dwelling or is forces accommodation (or is both), and (b) at that timeâ (i) the person in relation to whom the dog is dangerously out of control (âVâ) is in, or is entering, the building or part as a trespasser, or (ii) D (if present at that time) believed V to be in, or entering, the building or part as a trespasser.  Section 76(8B) to (8F) of the Criminal Justice and Immigration Act 2008 (use of force at place of residence) apply for the purposes of this subsection as they apply for the purposes of subsection (8A) of that section (and for those purposes the reference in section 76(8D) to subsection (8A)(d) is to be read as if it were a reference to paragraph (b)(ii) of this subsection.)  (2) In proceedings for an offence under subsection (1) above against a person who is the owner of a dog but was not at the material time in charge of it, it shall be a defence for the accused to prove that the dog was at the material time in the charge of a person whom he reasonably believed to be a fit and proper person to be in charge of it.  (4) A person guilty of an offence under subsection (1) above other than an aggravated offence is liable on summary conviction to imprisonment for a term not exceeding six months or a fine not exceeding level 5 on the standard scale or both; and a person guilty of an aggravated offence under that subsection is liableâ (a) on summary conviction, to imprisonment for a term not exceeding six months or a fine not exceeding the statutory maximum or both; (b) on conviction on indictment, to imprisonment for a term not exceeding the relevant maximum specified in subsection (4A) or a fine or both.  (4A) For the purposes of subsection (4)(b), the relevant maximum isâ (a) 14 years if a person dies as a result of being injured; (b) 5 years in any other case where a person is injured; (c) 3 years in any case where an assistance dog is injured (whether or not it dies).  (5) It is hereby declared for the avoidance of doubt that an order under section 2 of the Dogs Act 1871 (order on complaint that dog is dangerous and not kept under proper control)â (a) may be made whether or not the dog is shown to have injured any person; and (b) may specify the measures to be taken for keeping the dog under proper control, whether by muzzling, keeping on a lead, excluding it from specified places or otherwise.  (6) If it appears to a court on a complaint under section 2 of the said Act of 1871 that the dog to which the complaint relates is a male and would be less dangerous if neutered the court may under that section make an order requiring it to be neutered.  (7) The reference in section 1(3) of the Dangerous Dogs Act 1989 (penalties) to failing to comply with an order under section 2 of the said Act of 1871 to keep a dog under proper control shall include a reference to failing to comply with any other order made under that section; but no order shall be made under that section by virtue of subsection (6) above where the matters complained of arose before the coming into force of that subsection."
15,7,Housing Act 1996,s.177(1),"It is not reasonable for a person to continue to occupy accommodation if it is probably that this will lead to violence or domestic abuse against him, or against a person who normally resides with him as a member of his family, or any other person who might reasonably be expected to reside with him."
15,989,Housing Act 1985,s.122(1),A secure tenant claims to exercise the right to buy by written notice to that effect served on the landlord.
15,490,Housing Act 1988,g.7A(3),"Condition 3 is that the tenant, or a person residing in or visiting the dwellingâhouse, has been convicted of an offence under sectionÂ 30 of the Anti-social Behaviour, Crime and Policing ActÂ 2014 consisting of a breach of a provision of a criminal behaviour order prohibiting a person from doing anything described in the order, and the offence involvedâ (a) a breach that occurred in, or in the locality of, the dwellingâhouse, or (b) a breach that occurred elsewhere of a provision intended to preventâ     (i) behaviour that causes or is likely to cause harassment, alarm or distress to a person with a right (of whatever description) to reside in, or occupy housing accommodation in the locality of, the dwellingâhouse, or     (ii) behaviour that causes or is likely to cause harassment, alarm or distress to the landlord of the dwellingâhouse, or a person employed (whether or not by the landlord) in connection with the exercise of the landlord's housing management functions, and that is directly or indirectly related to or affects those functions."
15,232,Housing Act 1996,s.211(1),"This section applies where a local housing authority have reason to believe thatâ  (a) there is danger of loss of, or damage to, any personal property of an applicant by reason of his inability to protect it or deal with it, and  (b) no other suitable arrangements have been or are being made."
15,887,Housing Act 1985,s.83ZA(8),"A notice under this section must also inform the tenant that, if the tenant needs help or advice about the notice and what to do about it, the tenant should take it immediately to a Citizens' Advice Bureau, a housing aid centre, a law centre or a solicitor."
15,969,Housing Act 1985,s.121A(3),"The court must not make a suspension order unless it is satisfiedâ (a) that the tenant, or a person residing in or visiting the dwelling-house, has engaged or threatened to engage inâ    (i) conduct capable of causing nuisance or annoyance and directly or indirectly related to the landlord's housing management functions, or    (ii) conduct involving using the accommodation for an unlawful purpose, and (b) that it is reasonable to make the order."
15,458,Housing Act 1985,s.84A(5),"Condition 3 is that the tenant, or a person residing in or visiting the dwelling-house, has been convicted of an offence under section 30 of the Anti-social Behaviour, Crime and Policing Act 2014 consisting of a breach of a provision of a criminal behaviour order prohibiting a person from doing anything described in the order, and the offence involvedâ (a) a breach that occurred in, or in the locality of, the dwelling-house, or (b) a breach that occurred elsewhere of a provision intended to preventâ     (i) behaviour that causes or is likely to cause harassment, alarm or distress to a person with a right (of whatever description) to reside in, or occupy housing accommodation in the locality of, the dwelling-house, or     (ii) behaviour that causes or is likely to cause harassment, alarm or distress to the landlord of the dwelling-house, or a person employed (whether or not by the landlord) in connection with the exercise of the landlord's housing management functions, and that is directly or indirectly related to or affects those functions."
15,866,Housing Act 1985,s.82A(4),"The court must not make a demotion order unless it is satisfiedâ  (a) that the tenant or a person residing in or visiting the dwellingâhouse has engaged or has threatened to engage inâ    (i) conduct that is capable of causing nuisance or annoyance to some person (who need not be a particular identified person) and that directly or indirectly relates to or affects the landlordâs housing management functions, or    (ii) conduct that consists of or involves using housing accommodation owned or managed by the landlord for an unlawful purpose, and (b) that it is reasonable to make the order."
15,474,Housing Act 1985,s.83ZA(8),"A notice under this section must also inform the tenant that, if the tenant needs help or advice about the notice and what to do about it, the tenant should take it immediately to a Citizensâ Advice Bureau, a housing aid centre, a law centre or a solicitor."
16,444,"Anti-social Behaviour, Crime and Policing Act 2014",s.76(5),"A closure notice mustâ(a) identify the premises; (b) explain the effect of the notice; (c) state that failure to comply with the notice is an offence; (d) state that an application will be made under section 80 for a closure order; (e) specify when and where the application will be heard; (f) explain the effect of a closure order; (g) give information about the names of, and means of contacting, persons and organisations in the area that provide advice about housing and legal matters."
16,459,Housing Act 1985,s.84A(6),"Condition 4 is thatâ (a) the dwelling-house is or has been subject to a closure order under section 80 of the Anti-social Behaviour, Crime and Policing Act 2014, and (b) access to the dwelling-house has been prohibited (under the closure order or under a closure notice issued under section 76 of that Act) for a continuous period of more than 48 hours."
16,491,Housing Act 1988,g.7A(4),"Condition 4 is thatâ (a) the dwelling-house is or has been subject to a closure order under sectionÂ 80 of the Anti-social Behaviour, Crime and Policing ActÂ 2014, and (b) access to the dwelling-house has been prohibited (under the closure order or under a closure notice issued under sectionÂ 76 of that Act) for a continuous period of more than 48Â hours."
16,899,Housing Act 1985,s.84A(6),"Condition 4 is thatâ (a) the dwellingâhouse is or has been subject to a closure order under section 80 of the Antiâsocial Behaviour, Crime and Policing Act 2014, and (b) access to the dwellingâhouse has been prohibited (under the closure order or under a closure notice issued under section 76 of that Act) for a continuous period of more than 48 hours."
16,886,Housing Act 1985,s.83ZA(7),"A notice which states that the landlord proposes to rely upon condition 4 in section 84Aâ (a) must also state the closure order concerned, and (b) must be served on the tenant withinâ    (i) the period of 3 months beginning with the day on which the closure order was made, or    (ii) if there is an appeal against the making of the order, the period of 3 months beginning with the day on which the appeal is finally determined, abandoned or withdrawn."
16,473,Housing Act 1985,s.83ZA(7),"A notice which states that the landlord proposes to rely upon condition 4 in section 84Aâ (a) must also state the closure order concerned, and (b) must be served on the tenant withinâ     (i) the period of 3 months beginning with the day on which the closure order was made, or     (ii) if there is an appeal against the making of the order, the period of 3 months beginning with the day on which the appeal is finally determined, abandoned or withdrawn."
16,441,"Anti-social Behaviour, Crime and Policing Act 2014",s.76(2),"A closure notice is a notice prohibiting access to the premises for a period specified in the notice. For the maximum period, see section 77."
16,440,"Anti-social Behaviour, Crime and Policing Act 2014",s.76(1),"A police officer of at least the rank of inspector, or the local authority, may issue a closure notice if satisfied on reasonable groundsâ(a) that the use of particular premises has resulted, or (if the notice is not issued) is likely soon to result, in nuisance to members of the public, or (b) that there has been, or (if the notice is not issued) is likely soon to be, disorder near those premises associated with the use of those premises, and that the notice is necessary to prevent the nuisance or disorder from continuing, recurring or occurring."
16,448,"Anti-social Behaviour, Crime and Policing Act 2014",s.78(1),"This section applies where a closure notice is in force and the relevant officer or authority is no longer satisfied as mentioned in section 76(1), eitherâ (a) as regards the premises as a whole, or (b) as regards a particular part of the premises."
16,443,"Anti-social Behaviour, Crime and Policing Act 2014",s.76(4),"A closure notice may not prohibit access byâ(a) people who habitually live on the premises, or (b) the owner of the premises, and accordingly they must be specified under subsection (3)(a)."
17,460,Housing Act 1985,s.84A(7),"Condition 5 is thatâ (a) the tenant, or a person residing in or visiting the dwelling-house, has been convicted of an offence underâ     (i) section 80(4) of the Environmental Protection Act 1990 (breach of abatement notice in relation to statutory nuisance), or     (ii) section 82(8) of that Act (breach of court order to abate statutory nuisance etc.), and (b) the nuisance concerned was noise emitted from the dwelling-house which was a statutory nuisance for the purposes of Part 3 of that Act by virtue of section 79(1)(g) of that Act (noise emitted from premises so as to be prejudicial to health or a nuisance)."
17,492,Housing Act 1988,g.7A(5),"Condition 5 is thatâ (a) the tenant, or a person residing in or visiting the dwelling-house, has been convicted of an offence underâ     (i) sectionÂ 80(4) of the Environmental Protection ActÂ 1990 (breach of abatement notice in relation to statutory nuisance), or     (ii) sectionÂ 82(8) of that Act (breach of court order to abate statutory nuisance etc.), and (b) the nuisance concerned was noise emitted from the dwelling-house which was a statutory nuisance for the purposes of PartÂ 3 of that Act by virtue of sectionÂ 79(1)(g) of that Act (noise emitted from premises so as to be prejudicial to health or a nuisance)."
17,900,Housing Act 1985,s.84A(7),"Condition 5 is thatâ (a) the tenant, or a person residing in or visiting the dwellingâhouse, has been convicted of an offence underâ    (i) section 80(4) of the Environmental Protection Act 1990 (breach of abatement notice in relation to statutory nuisance), or    (ii) section 82(8) of that Act (breach of court order to abate statutory nuisance etc.), and (b) the nuisance concerned was noise emitted from the dwellingâhouse which was a statutory nuisance under Part 3 of that Act by virtue of section 79(1)(g) of that Act (noise emitted from premises so as to be prejudicial to health or a nuisance)."
17,490,Housing Act 1988,g.7A(3),"Condition 3 is that the tenant, or a person residing in or visiting the dwellingâhouse, has been convicted of an offence under sectionÂ 30 of the Anti-social Behaviour, Crime and Policing ActÂ 2014 consisting of a breach of a provision of a criminal behaviour order prohibiting a person from doing anything described in the order, and the offence involvedâ (a) a breach that occurred in, or in the locality of, the dwellingâhouse, or (b) a breach that occurred elsewhere of a provision intended to preventâ     (i) behaviour that causes or is likely to cause harassment, alarm or distress to a person with a right (of whatever description) to reside in, or occupy housing accommodation in the locality of, the dwellingâhouse, or     (ii) behaviour that causes or is likely to cause harassment, alarm or distress to the landlord of the dwellingâhouse, or a person employed (whether or not by the landlord) in connection with the exercise of the landlord's housing management functions, and that is directly or indirectly related to or affects those functions."
17,458,Housing Act 1985,s.84A(5),"Condition 3 is that the tenant, or a person residing in or visiting the dwelling-house, has been convicted of an offence under section 30 of the Anti-social Behaviour, Crime and Policing Act 2014 consisting of a breach of a provision of a criminal behaviour order prohibiting a person from doing anything described in the order, and the offence involvedâ (a) a breach that occurred in, or in the locality of, the dwelling-house, or (b) a breach that occurred elsewhere of a provision intended to preventâ     (i) behaviour that causes or is likely to cause harassment, alarm or distress to a person with a right (of whatever description) to reside in, or occupy housing accommodation in the locality of, the dwelling-house, or     (ii) behaviour that causes or is likely to cause harassment, alarm or distress to the landlord of the dwelling-house, or a person employed (whether or not by the landlord) in connection with the exercise of the landlord's housing management functions, and that is directly or indirectly related to or affects those functions."
17,7,Housing Act 1996,s.177(1),"It is not reasonable for a person to continue to occupy accommodation if it is probably that this will lead to violence or domestic abuse against him, or against a person who normally resides with him as a member of his family, or any other person who might reasonably be expected to reside with him."
17,796,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(27),27. An explosion at the dwelling or HMO.
17,360,"Anti-social Behaviour, Crime and Policing Act 2014",s.5(3),A housing provider may make an application only if the application concerns anti-social behaviour that directly or indirectly relates to or affects its housing management functions.
17,459,Housing Act 1985,s.84A(6),"Condition 4 is thatâ (a) the dwelling-house is or has been subject to a closure order under section 80 of the Anti-social Behaviour, Crime and Policing Act 2014, and (b) access to the dwelling-house has been prohibited (under the closure order or under a closure notice issued under section 76 of that Act) for a continuous period of more than 48 hours."
17,457,Housing Act 1985,s.84A(4),"Condition 2 is that a court has found in relevant proceedings that the tenant, or a person residing in or visiting the dwelling-house, has breached a provision of an injunction under sectionÂ 1 of the Anti-social Behaviour, Crime and Policing ActÂ 2014, other than a provision requiring a person to participate in a particular activity, andâ (a) the breach occurred in, or in the locality of, the dwelling-house, or (b) the breach occurred elsewhere and the provision breached was a provision intended to preventâ     (i) conduct that is capable of causing nuisance or annoyance to a person with a right (of whatever description) to reside in, or occupy housing accommodation in the locality of, the dwelling-house, or     (ii) conduct that is capable of causing nuisance or annoyance to the landlord of the dwelling-house, or a person employed (whether or not by the landlord) in connection with the exercise of the landlord's housing management functions, and that is directly or indirectly related to or affects those functions."
18,770,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(1),"1. Exposure to house dust mites, damp, mould or fungal growths."
18,780,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(11),11. A lack of adequate space for living and sleeping.
18,774,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(5),5. Exposure to chemicals used to treat timber and mould growth.
18,784,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(15),"(1) Poor design, layout or construction such that the dwelling or HMO cannot readily be kept clean. (2) Exposure to pests. (3) An inadequate provision for the hygienic storage and disposal of household waste."
18,688,Landlord and Tenant Act 1985,s.19(4),F2
18,782,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(13),13. A lack of adequate lighting.
18,788,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(19),"19. Falls associated with toilets, baths, showers or other washing facilities."
18,793,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(24),24. Exposure to uncontrolled fire and associated smoke.
18,492,Housing Act 1988,g.7A(5),"Condition 5 is thatâ (a) the tenant, or a person residing in or visiting the dwelling-house, has been convicted of an offence underâ     (i) sectionÂ 80(4) of the Environmental Protection ActÂ 1990 (breach of abatement notice in relation to statutory nuisance), or     (ii) sectionÂ 82(8) of that Act (breach of court order to abate statutory nuisance etc.), and (b) the nuisance concerned was noise emitted from the dwelling-house which was a statutory nuisance for the purposes of PartÂ 3 of that Act by virtue of sectionÂ 79(1)(g) of that Act (noise emitted from premises so as to be prejudicial to health or a nuisance)."
18,900,Housing Act 1985,s.84A(7),"Condition 5 is thatâ (a) the tenant, or a person residing in or visiting the dwellingâhouse, has been convicted of an offence underâ    (i) section 80(4) of the Environmental Protection Act 1990 (breach of abatement notice in relation to statutory nuisance), or    (ii) section 82(8) of that Act (breach of court order to abate statutory nuisance etc.), and (b) the nuisance concerned was noise emitted from the dwellingâhouse which was a statutory nuisance under Part 3 of that Act by virtue of section 79(1)(g) of that Act (noise emitted from premises so as to be prejudicial to health or a nuisance)."
19,837,Rent Act 1977,s.94(5),"If, where any such entry has been made by or on behalf of any landlord, the landlord on being requested by or on behalf of the tenant to do so, refuses or neglects to cause the entry to be deleted within 7 days, the landlord shall be liable to a fine not exceeding level 3 on the standard scale, unless he proves that, at the time of the neglect or refusal to cause the entry to be deleted, he had a bona fide claim that the sum was recoverable."
19,299,Equality Act 2010,s.33(3),"A person who has the right to dispose of premises must not, in connection with anything done in relation to their occupation or disposal, harassâ  (a)a person who occupies them;  (b)a person who applies for them."
19,411,"Anti-social Behaviour, Crime and Policing Act 2014",s.47(2),"The relevant local authority may have work carried out to ensure that the failure is remedied, but only on land that is open to the air."
19,480,Housing Act 1985,s.85ZA(3),"On a request being duly made to it, the landlord must review its decision."
19,908,Housing Act 1985,s.85ZA(3),"On a request being duly made to it, the landlord must review its decision."
19,947,Housing Act 1985,s.92(4),"The landlord may not rely on any of the grounds set out in Schedule 3 unless he has, within 42 days of the tenantâs application for the consent, served on the tenant a notice specifying the ground and giving particulars of it."
19,599,Housing Act 1988,s.11(1),"Where a court makes an order for possession of a dwelling-house let on an assured tenancy on GroundÂ 6 or GroundÂ 9 in ScheduleÂ 2 to this Act (but not on any other ground), the landlord shall pay to the tenant a sum equal to the reasonable expenses likely to be incurred by the tenant in removing from the dwelling-house."
19,989,Housing Act 1985,s.122(1),A secure tenant claims to exercise the right to buy by written notice to that effect served on the landlord.
19,955,Housing Act 1985,s.94(3),"In determining that question the following matters, if shown by the landlord, are among those to be taken into accountâ (a) that the consent would lead to overcrowding of the dwellingâhouse within the meaning of Part X (overcrowding); (b) that the landlord proposes to carry out works on the dwellingâhouse, or on the building of which it forms part, and that the proposed works will affect the accommodation likely to be used by the subâtenant who would reside in the dwellingâhouse as a result of the consent."
19,478,Housing Act 1985,s.85ZA(1),"A tenant may request a review of a landlord's decision to seek an order for possession of a dwelling-house under section 84A if the interest of the landlord belongs toâ (a) a local housing authority, or (b) a housing action trust."
20,780,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(11),11. A lack of adequate space for living and sleeping.
20,139,Housing Act 1996,s.193c(7),"An offer is âa final accommodation offerâ ifâ  (a)it is an offer of an assured shorthold tenancy made by a private landlord to the applicant in relation to any accommodation which is, or may become, available for the applicant's occupation,  (b)it is made, with the approval of the authority, in pursuance of arrangements made by the authority with a view to bringing the authority's duty under subsection (4) to an end, and  (c)the tenancy being offered is a fixed term tenancy (within the meaning of Part 1 of the Housing Act 1988) for a period of at least 6 months."
20,121,Housing Act 1996,s.193a(4),"An offer is a final accommodation offer if - (a) it is an offer of an assured shorthold tenancy made by a private landlord to the applicant in relation to any accommodation which is, or may become, available for the applicant's occupation, (b) it is made, with the approval of the authority, in pursuance of arrangements made by the authority in the discharge of their duty under s.189b.2 and (c) the tenancy being offered is a fixed term tenance (within the meaning of Part 1 of the Housing Act 1988) for a period of at least 6 months."
